InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536453,84997D,CHILDRENS CUTLERY POLKADOT PINK,27,01/05/2025 11:08,3.75,17739,United Kingdom
536453,POST,POSTAGE,55,01/05/2025 11:08,16.62,17739,United Kingdom
536453,22960,JAM MAKING SET WITH JARS,48,01/05/2025 11:08,4.0,17739,United Kingdom
536453,47566,PARTY BUNTING,7,01/05/2025 11:08,5.32,17739,United Kingdom
536453,22086,PAPER CHAIN KIT 50'S CHRISTMAS,13,01/05/2025 11:08,2.97,17739,United Kingdom
536454,22423,REGENCY CAKESTAND 3 TIER,43,01/05/2025 12:18,11.69,13781,United Kingdom
536454,22197,POPCORN HOLDER,50,01/05/2025 12:18,0.89,13781,United Kingdom
536454,23084,RABBIT NIGHT LIGHT,53,01/05/2025 12:18,1.64,13781,United Kingdom
536455,22423,REGENCY CAKESTAND 3 TIER,61,01/05/2025 13:37,12.93,15363,United Kingdom
536455,20725,LUNCH BAG RED RETROSPOT,32,01/05/2025 13:37,1.58,15363,United Kingdom
536455,20727,LUNCH BAG WOODLAND,29,01/05/2025 13:37,1.52,15363,United Kingdom
536455,85099B,JUMBO BAG RED RETROSPOT,13,01/05/2025 13:37,2.04,15363,United Kingdom
536455,84997D,CHILDRENS CUTLERY POLKADOT PINK,14,01/05/2025 13:37,4.1,15363,United Kingdom
536456,22197,POPCORN HOLDER,12,01/05/2025 15:17,0.81,13402,United Kingdom
536456,22197,POPCORN HOLDER,56,01/05/2025 15:17,0.87,13402,United Kingdom
536456,22423,REGENCY CAKESTAND 3 TIER,91,01/05/2025 15:17,13.58,13402,United Kingdom
536456,84997D,CHILDRENS CUTLERY POLKADOT PINK,50,01/05/2025 15:17,4.25,13402,United Kingdom
536456,47566,PARTY BUNTING,71,01/05/2025 15:17,4.53,13402,United Kingdom
536456,47566,PARTY BUNTING,40,01/05/2025 15:17,5.29,13402,United Kingdom
536457,20725,LUNCH BAG RED RETROSPOT,98,01/05/2025 16:51,1.61,16332,United Kingdom
536458,22197,POPCORN HOLDER,58,01/05/2025 18:51,0.82,13899,France
536459,22720,SET OF 3 CAKE TINS PANTRY DESIGN,49,01/05/2025 20:16,5.36,13093,United Kingdom
536460,22423,REGENCY CAKESTAND 3 TIER,14,01/05/2025 20:24,13.04,15291,United Kingdom
536460,85123A,WHITE HANGING HEART T-LIGHT HOLDER,38,01/05/2025 20:24,2.46,15291,United Kingdom
536460,85123A,WHITE HANGING HEART T-LIGHT HOLDER,100,01/05/2025 20:24,2.36,15291,United Kingdom
536460,84997D,CHILDRENS CUTLERY POLKADOT PINK,21,01/05/2025 20:24,3.91,15291,United Kingdom
536461,20725,LUNCH BAG RED RETROSPOT,9,01/05/2025 22:15,1.79,14003,United Kingdom
536462,20725,LUNCH BAG RED RETROSPOT,44,01/06/2025 00:04,1.6,17176,United Kingdom
536462,20725,LUNCH BAG RED RETROSPOT,89,01/06/2025 00:04,1.51,17176,United Kingdom
536463,85123A,WHITE HANGING HEART T-LIGHT HOLDER,91,01/06/2025 01:16,2.65,16394,Belgium
536463,22960,JAM MAKING SET WITH JARS,82,01/06/2025 01:16,3.46,16394,Belgium
536464,20727,LUNCH BAG WOODLAND,77,01/06/2025 02:54,1.49,14926,Netherlands
536464,POST,POSTAGE,63,01/06/2025 02:54,16.54,14926,Netherlands
536464,22960,JAM MAKING SET WITH JARS,36,01/06/2025 02:54,3.93,14926,Netherlands
536464,22386,JUMBO BAG PINK POLKADOT,22,01/06/2025 02:54,1.92,14926,Netherlands
536464,22960,JAM MAKING SET WITH JARS,456,01/06/2025 02:54,3.97,14926,Netherlands
536464,20725,LUNCH BAG RED RETROSPOT,55,01/06/2025 02:54,1.75,14926,Netherlands
536464,20727,LUNCH BAG WOODLAND,19,01/06/2025 02:54,1.6,14926,Netherlands
536464,84879,ASSORTED COLOUR BIRD ORNAMENT,7,01/06/2025 02:54,1.64,14926,Netherlands
536465,84879,ASSORTED COLOUR BIRD ORNAMENT,15,01/06/2025 03:01,1.8,15054,United Kingdom
536465,85123A,WHITE HANGING HEART T-LIGHT HOLDER,358,01/06/2025 03:01,2.57,15054,United Kingdom
536465,22386,JUMBO BAG PINK POLKADOT,57,01/06/2025 03:01,1.93,15054,United Kingdom
536466,22960,JAM MAKING SET WITH JARS,11,01/06/2025 03:12,3.79,12715,Belgium
536466,22960,JAM MAKING SET WITH JARS,100,01/06/2025 03:12,3.83,12715,Belgium
536466,22423,REGENCY CAKESTAND 3 TIER,27,01/06/2025 03:12,12.82,12715,Belgium
536466,84997D,CHILDRENS CUTLERY POLKADOT PINK,63,01/06/2025 03:12,3.83,12715,Belgium
536466,47566,PARTY BUNTING,24,01/06/2025 03:12,4.93,12715,Belgium
536466,23084,RABBIT NIGHT LIGHT,2,01/06/2025 03:12,1.71,12715,Belgium
536466,22386,JUMBO BAG PINK POLKADOT,60,01/06/2025 03:12,2.06,12715,Belgium
536467,22197,POPCORN HOLDER,30,01/06/2025 04:39,0.88,15815,United Kingdom
536467,22197,POPCORN HOLDER,66,01/06/2025 04:39,0.91,15815,United Kingdom
536467,22386,JUMBO BAG PINK POLKADOT,69,01/06/2025 04:39,1.88,15815,United Kingdom
536468,22423,REGENCY CAKESTAND 3 TIER,16,01/06/2025 04:55,12.32,15276,United Kingdom
536468,20725,LUNCH BAG RED RETROSPOT,78,01/06/2025 04:55,1.49,15276,United Kingdom
536469,84879,ASSORTED COLOUR BIRD ORNAMENT,8,01/06/2025 06:08,1.75,15320,United Kingdom
536470,22086,PAPER CHAIN KIT 50'S CHRISTMAS,95,01/06/2025 06:20,2.68,14593,United Kingdom
536470,22423,REGENCY CAKESTAND 3 TIER,51,01/06/2025 06:20,12.72,14593,United Kingdom
536470,POST,POSTAGE,53,01/06/2025 06:20,16.55,14593,United Kingdom
536470,47566,PARTY BUNTING,34,01/06/2025 06:20,4.73,14593,United Kingdom
536471,22197,POPCORN HOLDER,42,01/06/2025 08:01,0.79,18061,United Kingdom
536471,22960,JAM MAKING SET WITH JARS,17,01/06/2025 08:01,4.05,18061,United Kingdom
536471,22960,JAM MAKING SET WITH JARS,76,01/06/2025 08:01,3.95,18061,United Kingdom
536471,47566,PARTY BUNTING,32,01/06/2025 08:01,4.67,18061,United Kingdom
536471,85099B,JUMBO BAG RED RETROSPOT,9,01/06/2025 08:01,1.89,18061,United Kingdom
536471,22960,JAM MAKING SET WITH JARS,17,01/06/2025 08:01,3.78,18061,United Kingdom
536472,POST,POSTAGE,20,01/06/2025 09:00,19.14,16746,United Kingdom
536473,20725,LUNCH BAG RED RETROSPOT,69,01/06/2025 10:36,1.71,17374,United Kingdom
536473,85123A,WHITE HANGING HEART T-LIGHT HOLDER,93,01/06/2025 10:36,2.43,17374,United Kingdom
536474,84997D,CHILDRENS CUTLERY POLKADOT PINK,82,01/06/2025 12:14,3.97,15729,United Kingdom
536474,85099B,JUMBO BAG RED RETROSPOT,82,01/06/2025 12:14,1.78,15729,United Kingdom
536475,22960,JAM MAKING SET WITH JARS,47,01/06/2025 13:19,3.7,14549,United Kingdom
536475,20727,LUNCH BAG WOODLAND,9,01/06/2025 13:19,1.66,14549,United Kingdom
536475,85123A,WHITE HANGING HEART T-LIGHT HOLDER,76,01/06/2025 13:19,2.32,14549,United Kingdom
536475,22720,SET OF 3 CAKE TINS PANTRY DESIGN,64,01/06/2025 13:19,5.43,14549,United Kingdom
536475,23084,RABBIT NIGHT LIGHT,97,01/06/2025 13:19,1.96,14549,United Kingdom
536476,22086,PAPER CHAIN KIT 50'S CHRISTMAS,13,01/06/2025 14:33,2.98,17973,Germany
536476,22960,JAM MAKING SET WITH JARS,54,01/06/2025 14:33,3.63,17973,Germany
536477,85123A,WHITE HANGING HEART T-LIGHT HOLDER,43,01/06/2025 16:11,2.72,16366,United Kingdom
536477,47566,PARTY BUNTING,11,01/06/2025 16:11,4.88,16366,United Kingdom
536477,23084,RABBIT NIGHT LIGHT,78,01/06/2025 16:11,1.66,16366,United Kingdom
536478,22960,JAM MAKING SET WITH JARS,15,01/06/2025 17:56,4.06,14345,United Kingdom
536478,22386,JUMBO BAG PINK POLKADOT,54,01/06/2025 17:56,2.11,14345,United Kingdom
536479,22423,REGENCY CAKESTAND 3 TIER,1,01/06/2025 18:13,12.75,13069,Netherlands
536479,22423,REGENCY CAKESTAND 3 TIER,27,01/06/2025 18:13,13.36,13069,Netherlands
536479,47566,PARTY BUNTING,29,01/06/2025 18:13,4.85,13069,Netherlands
536480,22960,JAM MAKING SET WITH JARS,957,01/06/2025 19:53,3.94,17393,United Kingdom
536481,22960,JAM MAKING SET WITH JARS,94,01/06/2025 21:04,3.88,16522,United Kingdom
536481,20725,LUNCH BAG RED RETROSPOT,56,01/06/2025 21:04,1.5,16522,United Kingdom
536481,22386,JUMBO BAG PINK POLKADOT,44,01/06/2025 21:04,1.86,16522,United Kingdom
536481,84879,ASSORTED COLOUR BIRD ORNAMENT,95,01/06/2025 21:04,1.8,16522,United Kingdom
536481,84997D,CHILDRENS CUTLERY POLKADOT PINK,68,01/06/2025 21:04,4.1,16522,United Kingdom
536482,POST,POSTAGE,21,01/06/2025 22:04,18.59,12905,Spain
536483,84997D,CHILDRENS CUTLERY POLKADOT PINK,83,01/06/2025 23:19,3.94,17135,United Kingdom
536484,84997D,CHILDRENS CUTLERY POLKADOT PINK,11,01/07/2025 01:04,4.03,14954,France
536484,22086,PAPER CHAIN KIT 50'S CHRISTMAS,82,01/07/2025 01:04,3.05,14954,France
536484,POST,POSTAGE,96,01/07/2025 01:04,16.92,14954,France
536484,22197,POPCORN HOLDER,81,01/07/2025 01:04,0.83,14954,France
536484,84997D,CHILDRENS CUTLERY POLKADOT PINK,33,01/07/2025 01:04,3.74,14954,France
536484,22423,REGENCY CAKESTAND 3 TIER,42,01/07/2025 01:04,12.08,14954,France
536484,22086,PAPER CHAIN KIT 50'S CHRISTMAS,72,01/07/2025 01:04,2.87,14954,France
536484,20725,LUNCH BAG RED RETROSPOT,40,01/07/2025 01:04,1.81,14954,France
536484,POST,POSTAGE,80,01/07/2025 01:04,19.38,14954,France
536485,22960,JAM MAKING SET WITH JARS,29,01/07/2025 01:10,3.78,12666,United Kingdom
536485,47566,PARTY BUNTING,17,01/07/2025 01:10,4.89,12666,United Kingdom
536486,84879,ASSORTED COLOUR BIRD ORNAMENT,37,01/07/2025 02:26,1.71,16860,United Kingdom
536486,POST,POSTAGE,44,01/07/2025 02:26,18.89,16860,United Kingdom
536486,23084,RABBIT NIGHT LIGHT,32,01/07/2025 02:26,1.78,16860,United Kingdom
536486,85099B,JUMBO BAG RED RETROSPOT,17,01/07/2025 02:26,2.06,16860,United Kingdom
536487,22960,JAM MAKING SET WITH JARS,16,01/07/2025 03:18,4.12,16801,Germany
536487,22386,JUMBO BAG PINK POLKADOT,70,01/07/2025 03:18,2.08,16801,Germany
536487,47566,PARTY BUNTING,61,01/07/2025 03:18,4.97,16801,Germany
536487,85123A,WHITE HANGING HEART T-LIGHT HOLDER,58,01/07/2025 03:18,2.38,16801,Germany
536487,22086,PAPER CHAIN KIT 50'S CHRISTMAS,41,01/07/2025 03:18,2.71,16801,Germany
536487,20725,LUNCH BAG RED RETROSPOT,77,01/07/2025 03:18,1.72,16801,Germany
536487,22720,SET OF 3 CAKE TINS PANTRY DESIGN,41,01/07/2025 03:18,4.61,16801,Germany
536487,22960,JAM MAKING SET WITH JARS,35,01/07/2025 03:18,3.7,16801,Germany
536488,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,01/07/2025 03:32,2.75,13264,United Kingdom
536489,85099B,JUMBO BAG RED RETROSPOT,42,01/07/2025 04:09,1.88,17454,United Kingdom
536490,22423,REGENCY CAKESTAND 3 TIER,100,01/07/2025 05:27,12.89,16976,United Kingdom
536490,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,01/07/2025 05:27,2.6,16976,United Kingdom
536491,22960,JAM MAKING SET WITH JARS,63,01/07/2025 07:20,3.91,16302,United Kingdom
536492,84997D,CHILDRENS CUTLERY POLKADOT PINK,59,01/07/2025 09:12,3.92,18141,United Kingdom
536492,22423,REGENCY CAKESTAND 3 TIER,33,01/07/2025 09:12,12.85,18141,United Kingdom
536492,20727,LUNCH BAG WOODLAND,86,01/07/2025 09:12,1.6,18141,United Kingdom
536493,22423,REGENCY CAKESTAND 3 TIER,70,01/07/2025 10:58,11.61,15871,United Kingdom
536493,85123A,WHITE HANGING HEART T-LIGHT HOLDER,73,01/07/2025 10:58,2.58,15871,United Kingdom
536494,22423,REGENCY CAKESTAND 3 TIER,99,01/07/2025 12:23,11.48,12555,Spain
536495,POST,POSTAGE,14,01/07/2025 12:55,17.79,14080,United Kingdom
536495,84879,ASSORTED COLOUR BIRD ORNAMENT,83,01/07/2025 12:55,1.8,14080,United Kingdom
536495,POST,POSTAGE,29,01/07/2025 12:55,17.21,14080,United Kingdom
536496,47566,PARTY BUNTING,7,01/07/2025 14:15,4.81,17440,United Kingdom
536497,47566,PARTY BUNTING,46,01/07/2025 14:33,4.88,16418,United Kingdom
536497,84997D,CHILDRENS CUTLERY POLKADOT PINK,91,01/07/2025 14:33,4.09,16418,United Kingdom
536497,22960,JAM MAKING SET WITH JARS,96,01/07/2025 14:33,3.98,16418,United Kingdom
536497,84879,ASSORTED COLOUR BIRD ORNAMENT,40,01/07/2025 14:33,1.77,16418,United Kingdom
536497,47566,PARTY BUNTING,83,01/07/2025 14:33,4.84,16418,United Kingdom
536497,POST,POSTAGE,87,01/07/2025 14:33,17.65,16418,United Kingdom
536497,22960,JAM MAKING SET WITH JARS,41,01/07/2025 14:33,3.92,16418,United Kingdom
536497,POST,POSTAGE,51,01/07/2025 14:33,17.01,16418,United Kingdom
536497,84879,ASSORTED COLOUR BIRD ORNAMENT,56,01/07/2025 14:33,1.53,16418,United Kingdom
536498,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,01/07/2025 15:56,2.76,17162,Australia
536498,85099B,JUMBO BAG RED RETROSPOT,41,01/07/2025 15:56,1.97,17162,Australia
536498,84997D,CHILDRENS CUTLERY POLKADOT PINK,98,01/07/2025 15:56,3.74,17162,Australia
536498,20725,LUNCH BAG RED RETROSPOT,15,01/07/2025 15:56,1.5,17162,Australia
536498,84879,ASSORTED COLOUR BIRD ORNAMENT,69,01/07/2025 15:56,1.84,17162,Australia
536498,20727,LUNCH BAG WOODLAND,76,01/07/2025 15:56,1.73,17162,Australia
536498,22423,REGENCY CAKESTAND 3 TIER,84,01/07/2025 15:56,11.59,17162,Australia
536498,POST,POSTAGE,19,01/07/2025 15:56,19.07,17162,Australia
536498,22423,REGENCY CAKESTAND 3 TIER,15,01/07/2025 15:56,12.3,17162,Australia
536499,22197,POPCORN HOLDER,13,01/07/2025 17:56,0.88,15973,United Kingdom
536499,POST,POSTAGE,75,01/07/2025 17:56,18.41,15973,United Kingdom
536499,85123A,WHITE HANGING HEART T-LIGHT HOLDER,75,01/07/2025 17:56,2.34,15973,United Kingdom
536499,22197,POPCORN HOLDER,11,01/07/2025 17:56,0.91,15973,United Kingdom
536499,22386,JUMBO BAG PINK POLKADOT,55,01/07/2025 17:56,2.06,15973,United Kingdom
536500,84879,ASSORTED COLOUR BIRD ORNAMENT,55,01/07/2025 18:15,1.74,14247,United Kingdom
536500,20725,LUNCH BAG RED RETROSPOT,45,01/07/2025 18:15,1.57,14247,United Kingdom
536500,85099B,JUMBO BAG RED RETROSPOT,37,01/07/2025 18:15,1.82,14247,United Kingdom
536500,23084,RABBIT NIGHT LIGHT,32,01/07/2025 18:15,1.84,14247,United Kingdom
536501,22423,REGENCY CAKESTAND 3 TIER,52,01/07/2025 19:01,11.88,12954,United Kingdom
536501,84879,ASSORTED COLOUR BIRD ORNAMENT,43,01/07/2025 19:01,1.75,12954,United Kingdom
536501,22386,JUMBO BAG PINK POLKADOT,76,01/07/2025 19:01,1.89,12954,United Kingdom
536501,22423,REGENCY CAKESTAND 3 TIER,58,01/07/2025 19:01,13.2,12954,United Kingdom
536502,23084,RABBIT NIGHT LIGHT,10,01/07/2025 19:33,1.96,16729,Spain
536502,47566,PARTY BUNTING,18,01/07/2025 19:33,5.08,16729,Spain
536503,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,01/07/2025 19:54,2.59,17476,United Kingdom
536504,85099B,JUMBO BAG RED RETROSPOT,55,01/07/2025 21:04,1.98,16862,United Kingdom
536504,20727,LUNCH BAG WOODLAND,516,01/07/2025 21:04,1.55,16862,United Kingdom
536504,85099B,JUMBO BAG RED RETROSPOT,95,01/07/2025 21:04,2.05,16862,United Kingdom
536504,20725,LUNCH BAG RED RETROSPOT,95,01/07/2025 21:04,1.49,16862,United Kingdom
536505,84997D,CHILDRENS CUTLERY POLKADOT PINK,71,01/07/2025 21:58,4.22,12574,United Kingdom
536505,20727,LUNCH BAG WOODLAND,23,01/07/2025 21:58,1.67,12574,United Kingdom
536505,22720,SET OF 3 CAKE TINS PANTRY DESIGN,91,01/07/2025 21:58,5.32,12574,United Kingdom
536505,20725,LUNCH BAG RED RETROSPOT,81,01/07/2025 21:58,1.71,12574,United Kingdom
536505,84879,ASSORTED COLOUR BIRD ORNAMENT,10,01/07/2025 21:58,1.54,12574,United Kingdom
536506,20727,LUNCH BAG WOODLAND,44,01/07/2025 22:59,1.77,13083,United Kingdom
536506,22086,PAPER CHAIN KIT 50'S CHRISTMAS,59,01/07/2025 22:59,3.07,13083,United Kingdom
536507,84879,ASSORTED COLOUR BIRD ORNAMENT,32,01/07/2025 23:49,1.83,15678,Germany
536508,22720,SET OF 3 CAKE TINS PANTRY DESIGN,85,01/08/2025 00:37,5.2,15955,United Kingdom
536508,22423,REGENCY CAKESTAND 3 TIER,33,01/08/2025 00:37,11.74,15955,United Kingdom
536509,84879,ASSORTED COLOUR BIRD ORNAMENT,3,01/08/2025 00:43,1.67,17638,United Kingdom
536509,20725,LUNCH BAG RED RETROSPOT,70,01/08/2025 00:43,1.58,17638,United Kingdom
536509,22386,JUMBO BAG PINK POLKADOT,11,01/08/2025 00:43,1.91,17638,United Kingdom
536509,20727,LUNCH BAG WOODLAND,94,01/08/2025 00:43,1.58,17638,United Kingdom
536509,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,01/08/2025 00:43,2.93,17638,United Kingdom
536510,47566,PARTY BUNTING,15,01/08/2025 01:54,5.05,13161,France
536510,22720,SET OF 3 CAKE TINS PANTRY DESIGN,58,01/08/2025 01:54,5.25,13161,France
536510,84997D,CHILDRENS CUTLERY POLKADOT PINK,57,01/08/2025 01:54,4.36,13161,France
536510,20727,LUNCH BAG WOODLAND,93,01/08/2025 01:54,1.51,13161,France
536510,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,01/08/2025 01:54,4.59,13161,France
536510,22423,REGENCY CAKESTAND 3 TIER,21,01/08/2025 01:54,13.16,13161,France
536511,84997D,CHILDRENS CUTLERY POLKADOT PINK,55,01/08/2025 02:43,4.08,13563,United Kingdom
536511,23084,RABBIT NIGHT LIGHT,15,01/08/2025 02:43,1.62,13563,United Kingdom
536512,84997D,CHILDRENS CUTLERY POLKADOT PINK,59,01/08/2025 03:28,4.52,16795,United Kingdom
536512,85123A,WHITE HANGING HEART T-LIGHT HOLDER,60,01/08/2025 03:28,2.54,16795,United Kingdom
536512,20727,LUNCH BAG WOODLAND,3,01/08/2025 03:28,1.5,16795,United Kingdom
536512,20725,LUNCH BAG RED RETROSPOT,72,01/08/2025 03:28,1.72,16795,United Kingdom
536513,84997D,CHILDRENS CUTLERY POLKADOT PINK,34,01/08/2025 04:21,4.31,17019,United Kingdom
536513,84879,ASSORTED COLOUR BIRD ORNAMENT,34,01/08/2025 04:21,1.58,17019,United Kingdom
536514,22386,JUMBO BAG PINK POLKADOT,56,01/08/2025 06:07,1.98,14599,United Kingdom
536514,84997D,CHILDRENS CUTLERY POLKADOT PINK,33,01/08/2025 06:07,3.98,14599,United Kingdom
536514,85099B,JUMBO BAG RED RETROSPOT,37,01/08/2025 06:07,2.05,14599,United Kingdom
536515,85099B,JUMBO BAG RED RETROSPOT,97,01/08/2025 07:17,1.86,16766,United Kingdom
536515,22197,POPCORN HOLDER,31,01/08/2025 07:17,0.85,16766,United Kingdom
536516,22386,JUMBO BAG PINK POLKADOT,20,01/08/2025 08:35,2.03,15277,United Kingdom
536516,22086,PAPER CHAIN KIT 50'S CHRISTMAS,65,01/08/2025 08:35,3.23,15277,United Kingdom
536516,22720,SET OF 3 CAKE TINS PANTRY DESIGN,23,01/08/2025 08:35,4.46,15277,United Kingdom
536516,85099B,JUMBO BAG RED RETROSPOT,24,01/08/2025 08:35,2.14,15277,United Kingdom
536517,22423,REGENCY CAKESTAND 3 TIER,8,01/08/2025 10:20,13.18,17824,United Kingdom
536518,23084,RABBIT NIGHT LIGHT,390,01/08/2025 10:34,1.65,13368,United Kingdom
536519,POST,POSTAGE,65,01/08/2025 11:33,16.8,13123,United Kingdom
536519,POST,POSTAGE,47,01/08/2025 11:33,17.99,13123,United Kingdom
536519,47566,PARTY BUNTING,10,01/08/2025 11:33,4.92,13123,United Kingdom
536519,84879,ASSORTED COLOUR BIRD ORNAMENT,57,01/08/2025 11:33,1.79,13123,United Kingdom
536520,84997D,CHILDRENS CUTLERY POLKADOT PINK,11,01/08/2025 12:05,4.46,12699,United Kingdom
536520,POST,POSTAGE,85,01/08/2025 12:05,17.9,12699,United Kingdom
C536520,23084,RABBIT NIGHT LIGHT,-18,01/08/2025 12:05,1.78,12699,United Kingdom
536520,23084,RABBIT NIGHT LIGHT,40,01/08/2025 12:05,1.94,12699,United Kingdom
536520,22960,JAM MAKING SET WITH JARS,52,01/08/2025 12:05,3.49,12699,United Kingdom
536521,22197,POPCORN HOLDER,91,01/08/2025 12:19,0.86,13703,United Kingdom
536521,22423,REGENCY CAKESTAND 3 TIER,90,01/08/2025 12:19,12.42,13703,United Kingdom
536521,22086,PAPER CHAIN KIT 50'S CHRISTMAS,85,01/08/2025 12:19,3.11,13703,United Kingdom
536521,84879,ASSORTED COLOUR BIRD ORNAMENT,13,01/08/2025 12:19,1.82,13703,United Kingdom
536522,POST,POSTAGE,10,01/08/2025 14:14,17.05,14859,United Kingdom
536523,20727,LUNCH BAG WOODLAND,74,01/08/2025 14:45,1.5,13486,United Kingdom
536523,22386,JUMBO BAG PINK POLKADOT,11,01/08/2025 14:45,2.0,13486,United Kingdom
536524,20727,LUNCH BAG WOODLAND,16,01/08/2025 15:12,1.53,12638,United Kingdom
536525,22960,JAM MAKING SET WITH JARS,59,01/08/2025 16:06,3.93,13256,Germany
536526,22386,JUMBO BAG PINK POLKADOT,82,01/08/2025 18:02,2.0,16056,United Kingdom
536527,22386,JUMBO BAG PINK POLKADOT,60,01/08/2025 19:50,1.93,14452,United Kingdom
536528,22086,PAPER CHAIN KIT 50'S CHRISTMAS,91,01/08/2025 21:08,2.68,12539,United Kingdom
536528,22197,POPCORN HOLDER,73,01/08/2025 21:08,0.93,12539,United Kingdom
536528,47566,PARTY BUNTING,65,01/08/2025 21:08,4.91,12539,United Kingdom
536529,84997D,CHILDRENS CUTLERY POLKADOT PINK,77,01/08/2025 21:15,4.34,12846,United Kingdom
536529,22960,JAM MAKING SET WITH JARS,63,01/08/2025 21:15,3.59,12846,United Kingdom
536529,84879,ASSORTED COLOUR BIRD ORNAMENT,71,01/08/2025 21:15,1.56,12846,United Kingdom
536529,85123A,WHITE HANGING HEART T-LIGHT HOLDER,50,01/08/2025 21:15,2.61,12846,United Kingdom
536529,POST,POSTAGE,77,01/08/2025 21:15,16.94,12846,United Kingdom
536530,84879,ASSORTED COLOUR BIRD ORNAMENT,65,01/08/2025 21:42,1.52,15324,United Kingdom
536530,23084,RABBIT NIGHT LIGHT,173,01/08/2025 21:42,1.62,15324,United Kingdom
536530,20727,LUNCH BAG WOODLAND,70,01/08/2025 21:42,1.66,15324,United Kingdom
536530,23084,RABBIT NIGHT LIGHT,281,01/08/2025 21:42,1.7,15324,United Kingdom
536530,20725,LUNCH BAG RED RETROSPOT,68,01/08/2025 21:42,1.7,15324,United Kingdom
536530,84879,ASSORTED COLOUR BIRD ORNAMENT,50,01/08/2025 21:42,1.67,15324,United Kingdom
536531,20725,LUNCH BAG RED RETROSPOT,11,01/08/2025 22:10,1.53,13014,United Kingdom
536531,22386,JUMBO BAG PINK POLKADOT,26,01/08/2025 22:10,2.11,13014,United Kingdom
536531,84997D,CHILDRENS CUTLERY POLKADOT PINK,42,01/08/2025 22:10,4.4,13014,United Kingdom
536531,23084,RABBIT NIGHT LIGHT,38,01/08/2025 22:10,1.85,13014,United Kingdom
536532,POST,POSTAGE,91,01/09/2025 00:03,18.73,14829,United Kingdom
536532,85099B,JUMBO BAG RED RETROSPOT,57,01/09/2025 00:03,1.84,14829,United Kingdom
536533,84879,ASSORTED COLOUR BIRD ORNAMENT,98,01/09/2025 01:55,1.62,18074,United Kingdom
536533,22720,SET OF 3 CAKE TINS PANTRY DESIGN,70,01/09/2025 01:55,5.39,18074,United Kingdom
536534,47566,PARTY BUNTING,5,01/09/2025 03:02,5.0,16890,United Kingdom
536535,20725,LUNCH BAG RED RETROSPOT,4,01/09/2025 03:46,1.71,18119,United Kingdom
536535,22197,POPCORN HOLDER,43,01/09/2025 03:46,0.79,18119,United Kingdom
536535,22386,JUMBO BAG PINK POLKADOT,2,01/09/2025 03:46,2.0,18119,United Kingdom
536536,84997D,CHILDRENS CUTLERY POLKADOT PINK,67,01/09/2025 04:11,4.24,13519,United Kingdom
536537,20727,LUNCH BAG WOODLAND,81,01/09/2025 05:41,1.53,13574,France
536538,47566,PARTY BUNTING,50,01/09/2025 05:54,5.23,13975,United Kingdom
536539,85123A,WHITE HANGING HEART T-LIGHT HOLDER,735,01/09/2025 06:31,2.45,15657,United Kingdom
536539,84879,ASSORTED COLOUR BIRD ORNAMENT,83,01/09/2025 06:31,1.61,15657,United Kingdom
536539,22423,REGENCY CAKESTAND 3 TIER,36,01/09/2025 06:31,12.9,15657,United Kingdom
536539,23084,RABBIT NIGHT LIGHT,61,01/09/2025 06:31,1.77,15657,United Kingdom
536540,20725,LUNCH BAG RED RETROSPOT,29,01/09/2025 08:31,1.69,16675,United Kingdom
536541,20725,LUNCH BAG RED RETROSPOT,68,01/09/2025 09:18,1.69,13067,United Kingdom
536541,84879,ASSORTED COLOUR BIRD ORNAMENT,81,01/09/2025 09:18,1.76,13067,United Kingdom
536541,22086,PAPER CHAIN KIT 50'S CHRISTMAS,41,01/09/2025 09:18,3.0,13067,United Kingdom
536541,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,01/09/2025 09:18,2.78,13067,United Kingdom
536541,84879,ASSORTED COLOUR BIRD ORNAMENT,68,01/09/2025 09:18,1.77,13067,United Kingdom
536541,22197,POPCORN HOLDER,81,01/09/2025 09:18,0.87,13067,United Kingdom
536542,84879,ASSORTED COLOUR BIRD ORNAMENT,88,01/09/2025 10:02,1.71,14159,United Kingdom
536542,22423,REGENCY CAKESTAND 3 TIER,10,01/09/2025 10:02,13.05,14159,United Kingdom
536542,85099B,JUMBO BAG RED RETROSPOT,38,01/09/2025 10:02,1.8,14159,United Kingdom
536542,22386,JUMBO BAG PINK POLKADOT,12,01/09/2025 10:02,1.93,14159,United Kingdom
536543,20725,LUNCH BAG RED RETROSPOT,17,01/09/2025 10:41,1.5,14665,EIRE
536543,POST,POSTAGE,49,01/09/2025 10:41,17.99,14665,EIRE
536544,20725,LUNCH BAG RED RETROSPOT,12,01/09/2025 11:13,1.52,18145,United Kingdom
